0.5689231,-0.6564702,1.127167,-0.3368255
0.5689231,-0.02227814,-0.4324958,0.7433904,-0.5097269
0.5689231,-0.07223231,0.7748228,-0.07829791
0.5689231,-0.5366255,0.6212589,0.5314842,0.2087948
0.5689231,-0.002,0.016,-0.156
0.5689231,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.5734438,-0.6548655,1.127735,-0.3357231
0.5734438,-0.02484089,-0.4317126,0.7433834,-0.5102825
0.5734438,-0.07216611,0.7750959,-0.07834511
0.5734438,-0.5365826,0.6212581,0.5315045,0.208855
0.5734438,-0.002,0.016,-0.156
0.5734438,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.5913382,-0.6513023,1.129367,-0.3329391
0.5913382,-0.02979064,-0.4307333,0.7428216,-0.5116614
0.5913382,-0.07218941,0.7750854,-0.07833596
0.5913382,-0.5365852,0.6212556,0.5315056,0.2088533
0.5913382,-0.002,0.016,-0.156
0.5913382,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.6024745,-0.6488482,1.130947,-0.3312591
0.6024745,-0.03153913,-0.4289487,0.7423194,-0.5137803
0.6024745,-0.07201618,0.7751496,-0.07816604
0.6024745,-0.5365655,0.6212432,0.5315223,0.2088984
0.6024745,-0.002,0.016,-0.156
0.6024745,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.6138452,-0.6474729,1.131853,-0.3305751
0.6138452,-0.03088169,-0.4269546,0.7420188,-0.515911
0.6138452,-0.07203507,0.7752809,-0.07817124
0.6138452,-0.5365578,0.6212386,0.5315294,0.2089137
0.6138452,-0.002,0.016,-0.156
0.6138452,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.6250501,-0.6458218,1.132818,-0.3296337
0.6250501,-0.02962884,-0.4247875,0.7417922,-0.5180945
0.6250501,-0.07203339,0.7752334,-0.07815824
0.6250501,-0.5365683,0.621228,0.5315318,0.2089121
0.6250501,-0.002,0.016,-0.156
0.6250501,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.6440188,-0.6441844,1.133915,-0.328635
0.6440188,-0.02850893,-0.4229119,0.7415033,-0.5201014
0.6440188,-0.07196754,0.7753326,-0.07810755
0.6440188,-0.5365599,0.6212292,0.5315294,0.2089362
0.6440188,-0.002,0.016,-0.156
0.6440188,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.6489034,-0.6427196,1.135042,-0.3279478
0.6489034,-0.02680078,-0.4207824,0.7410198,-0.5226026
0.6489034,-0.07207171,0.7753754,-0.07820302
0.6489034,-0.5365685,0.6212238,0.5315233,0.2089456
0.6489034,-0.002,0.016,-0.156
0.6489034,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.6578969,-0.6410453,1.136178,-0.3270364
0.6578969,-0.02492347,-0.4184094,0.7403941,-0.5254797
0.6578969,-0.0720261,0.7753806,-0.07824543
0.6578969,-0.5365574,0.6212345,0.5315115,0.208972
0.6578969,-0.002,0.016,-0.156
0.6578969,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.673694,-0.6391678,1.137424,-0.3260384
0.673694,-0.0229211,-0.4158984,0.7396573,-0.5285927
0.673694,-0.07203531,0.7754228,-0.07819682
0.673694,-0.5365541,0.6212393,0.5315083,0.2089747
0.673694,-0.002,0.016,-0.156
0.673694,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.6804242,-0.6372086,1.138775,-0.3251986
0.6804242,-0.02067785,-0.4133196,0.7388181,-0.5318714
0.6804242,-0.07203148,0.7753718,-0.07821789
0.6804242,-0.5365454,0.6212566,0.5314817,0.2090129
0.6804242,-0.002,0.016,-0.156
0.6804242,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.6921672,-0.6350464,1.140255,-0.3241538
0.6921672,-0.01846942,-0.4108901,0.738113,-0.5348057
0.6921672,-0.07199851,0.7754418,-0.07817239
0.6921672,-0.5365363,0.6212639,0.5314773,0.209026
0.6921672,-0.002,0.016,-0.156
0.6921672,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.702849,-0.6326242,1.141708,-0.3228872
0.702849,-0.01537095,-0.4085007,0.7374076,-0.5376996
0.702849,-0.0721342,0.7755091,-0.07838865
0.702849,-0.5365567,0.6212729,0.5314428,0.2090345
0.702849,-0.002,0.016,-0.156
0.702849,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.7136828,-0.629956,1.143392,-0.3214371
0.7136828,-0.01192829,-0.4063417,0.7367272,-0.5403491
0.7136828,-0.0721608,0.7754039,-0.07833034
0.7136828,-0.5365516,0.6212607,0.5314484,0.2090698
0.7136828,-0.002,0.016,-0.156
0.7136828,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.7249569,-0.6274344,1.144952,-0.3200626
0.7249569,-0.008591771,-0.4042732,0.7360144,-0.5429291
0.7249569,-0.07217264,0.7754721,-0.07827382
0.7249569,-0.5365539,0.621258,0.5314486,0.2090715
0.7249569,-0.002,0.016,-0.156
0.7249569,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.7361709,-0.6247878,1.146742,-0.3187138
0.7361709,-0.005554706,-0.4021283,0.7352896,-0.5455374
0.7361709,-0.07232189,0.7754115,-0.07847103
0.7361709,-0.536552,0.6212857,0.5314404,0.209015
0.7361709,-0.002,0.016,-0.156
0.7361709,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.7471666,-0.6220508,1.148466,-0.3175142
0.7471666,-0.002433464,-0.3998241,0.7344748,-0.5483442
0.7471666,-0.07219468,0.7754633,-0.07834579
0.7471666,-0.5365198,0.6212919,0.5314641,0.2090186
0.7471666,-0.002,0.016,-0.156
0.7471666,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.7584199,-0.6192303,1.150119,-0.3162495
0.7584199,0.0005083382,-0.3974265,0.7336556,-0.5511819
0.7584199,-0.07221197,0.7755057,-0.07832161
0.7584199,-0.5365292,0.6212826,0.5314686,0.2090107
0.7584199,-0.002,0.016,-0.156
0.7584199,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.7694572,-0.6163152,1.15189,-0.3150814
0.7694572,0.003377616,-0.3948991,0.7328906,-0.5539987
0.7694572,-0.07209957,0.775463,-0.07828058
0.7694572,-0.5365164,0.6212627,0.5314966,0.2090321
0.7694572,-0.002,0.016,-0.156
0.7694572,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.7805557,-0.6135182,1.153878,-0.3141709
0.7805557,0.006245241,-0.392568,0.7322188,-0.5565132
0.7805557,-0.07201468,0.7755604,-0.07821049
0.7805557,-0.5364951,0.6212667,0.5315158,0.2090255
0.7805557,-0.002,0.016,-0.156
0.7805557,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.8000879,-0.610244,1.155957,-0.3128738
0.8000879,0.009431571,-0.3902415,0.731833,-0.5586079
0.8000879,-0.07201517,0.7755511,-0.0781945
0.8000879,-0.5364992,0.6212632,0.5315163,0.2090244
0.8000879,-0.002,0.016,-0.156
0.8000879,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.8039615,-0.6069634,1.157923,-0.3115652
0.8039615,0.01261434,-0.3880904,0.7314873,-0.5604934
0.8039615,-0.07196435,0.7755992,-0.07823649
0.8039615,-0.5364682,0.6212832,0.5315329,0.2090021
0.8039615,-0.002,0.016,-0.156
0.8039615,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.8138674,-0.603982,1.159722,-0.310699
0.8138674,0.01525262,-0.3861587,0.7309223,-0.5624956
0.8138674,-0.0719639,0.7756214,-0.07821018
0.8138674,-0.5364648,0.6212886,0.5315261,0.2090122
0.8138674,-0.002,0.016,-0.156
0.8138674,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.8249679,-0.6006015,1.161501,-0.3095752
0.8249679,0.01758309,-0.3842518,0.7302825,-0.5645607
0.8249679,-0.07195164,0.7756274,-0.07821716
0.8249679,-0.5364565,0.6212921,0.5315251,0.2090256
0.8249679,-0.002,0.016,-0.156
0.8249679,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.8364195,-0.5970939,1.163376,-0.3084001
0.8364195,0.02010226,-0.38228,0.7297289,-0.5665275
0.8364195,-0.07197146,0.7756466,-0.07820502
0.8364195,-0.5364473,0.6212981,0.5315224,0.2090381
0.8364195,-0.002,0.016,-0.156
0.8364195,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.8471202,-0.5934644,1.165217,-0.3073358
0.8471202,0.02284895,-0.3803653,0.729306,-0.5682543
0.8471202,-0.07193954,0.7756768,-0.07817125
0.8471202,-0.5364353,0.6213089,0.5315151,0.2090554
0.8471202,-0.002,0.016,-0.156
0.8471202,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.8579686,-0.5896214,1.166963,-0.3060835
0.8579686,0.02594054,-0.3783578,0.7287901,-0.5701205
0.8579686,-0.0719387,0.7756749,-0.07817857
0.8579686,-0.5364304,0.6213153,0.5315095,0.2090633
0.8579686,-0.002,0.016,-0.156
0.8579686,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.8691345,-0.5859356,1.168425,-0.3049576
0.8691345,0.0288623,-0.3765466,0.7280183,-0.5721617
0.8691345,-0.07193456,0.7756947,-0.07817747
0.8691345,-0.5364318,0.6213135,0.5315086,0.2090674
0.8691345,-0.002,0.016,-0.156
0.8691345,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.8804423,-0.5823613,1.169851,-0.3042295
0.8804423,0.03115728,-0.3748335,0.7271455,-0.5742723
0.8804423,-0.07192715,0.7756633,-0.07780351
0.8804423,-0.5364024,0.6212807,0.5315768,0.2090669
0.8804423,-0.002,0.016,-0.156
0.8804423,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.8917617,-0.5788216,1.171256,-0.3033573
0.8917617,0.03262612,-0.3731345,0.7262052,-0.5764826
0.8917617,-0.07191103,0.7756742,-0.07781088
0.8917617,-0.5364163,0.6212707,0.5315749,0.2090657
0.8917617,-0.002,0.016,-0.156
0.8917617,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.9030182,-0.5750213,1.172779,-0.3023708
0.9030182,0.03405894,-0.3711506,0.7254754,-0.5785954
0.9030182,-0.07176362,0.7757005,-0.07755832
0.9030182,-0.5364013,0.6212577,0.531593,0.2090969
0.9030182,-0.002,0.016,-0.156
0.9030182,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.9140226,-0.5709322,1.174219,-0.3015933
0.9140226,0.03555772,-0.3691962,0.7250357,-0.5803044
0.9140226,-0.07159873,0.7756799,-0.07725729
0.9140226,-0.536386,0.6212347,0.5316163,0.2091448
0.9140226,-0.002,0.016,-0.156
0.9140226,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.9249489,-0.5669935,1.17575,-0.3006278
0.9249489,0.03722458,-0.3673769,0.7246403,-0.5818463
0.9249489,-0.07159246,0.7757132,-0.07725753
0.9249489,-0.536388,0.6212268,0.5316244,0.2091427
0.9249489,-0.002,0.016,-0.156
0.9249489,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.9363344,-0.5627578,1.177288,-0.29956
0.9363344,0.03881367,-0.3657564,0.7244459,-0.5830042
0.9363344,-0.07147898,0.7758092,-0.07714519
0.9363344,-0.5363742,0.621236,0.5316157,0.2091734
0.9363344,-0.002,0.016,-0.156
0.9363344,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.9552323,-0.5585109,1.178639,-0.2986764
0.9552323,0.04041381,-0.3641959,0.7242597,-0.5841026
0.9552323,-0.07136007,0.7758348,-0.07710701
0.9552323,-0.5363733,0.6212409,0.5315933,0.2092175
0.9552323,-0.002,0.016,-0.156
0.9552323,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.9590613,-0.5543598,1.180046,-0.2976406
0.9590613,0.04192591,-0.3626239,0.7239872,-0.5853107
0.9590613,-0.0713457,0.7758769,-0.07702093
0.9590613,-0.5363681,0.6212461,0.5315904,0.2092226
0.9590613,-0.002,0.016,-0.156
0.9590613,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.9697499,-0.5501989,1.181359,-0.2966287
0.9697499,0.04326475,-0.3610041,0.7237217,-0.5865416
0.9697499,-0.07142694,0.7760831,-0.07728963
0.9697499,-0.5363801,0.6212445,0.53157,0.2092489
0.9697499,-0.002,0.016,-0.156
0.9697499,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.9807562,-0.5459176,1.182389,-0.2958168
0.9807562,0.04459206,-0.3592377,0.7234381,-0.5878752
0.9807562,-0.07145701,0.7762667,-0.0774547
0.9807562,-0.5363294,0.6213031,0.531569,0.2092073
0.9807562,-0.002,0.016,-0.156
0.9807562,0.3105409,-0.4511972,-0.5175446,-0.6573684
0.9915264,-0.5420952,1.183209,-0.2952085
0.9915264,0.04591938,-0.3571545,0.7232404,-0.5892837
0.9915264,-0.07144201,0.7763008,-0.07738505
0.9915264,-0.536325,0.6213054,0.5315673,0.2092157
0.9915264,-0.002,0.016,-0.156
0.9915264,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.002473,-0.5382295,1.183865,-0.2945879
1.002473,0.0467243,-0.3553147,0.7233648,-0.5901793
1.002473,-0.07068902,0.7758532,-0.07679658
1.002473,-0.5362015,0.6213503,0.5316213,0.2092617
1.002473,-0.002,0.016,-0.156
1.002473,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.014076,-0.5340878,1.184132,-0.2940879
1.014076,0.04727415,-0.3534427,0.7232915,-0.5913483
1.014076,-0.07038964,0.7759081,-0.07654589
1.014076,-0.5361442,0.6213733,0.5316512,0.2092647
1.014076,-0.002,0.016,-0.156
1.014076,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.024691,-0.5302172,1.184567,-0.2935428
1.024691,0.04790995,-0.351552,0.7230547,-0.5927122
1.024691,-0.0703278,0.7758232,-0.07643059
1.024691,-0.5361437,0.6213718,0.5316518,0.2092689
1.024691,-0.002,0.016,-0.156
1.024691,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.035996,-0.5263336,1.185122,-0.2929983
1.035996,0.04852397,-0.3494371,0.7230273,-0.593945
1.035996,-0.07005014,0.7755961,-0.07641435
1.035996,-0.5360739,0.6214179,0.5316778,0.2092451
1.035996,-0.002,0.016,-0.156
1.035996,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.047439,-0.5223454,1.185618,-0.2923781
1.047439,0.04911622,-0.3474275,0.7234216,-0.5945947
1.047439,-0.06989912,0.7758268,-0.07619427
1.047439,-0.5360242,0.6214318,0.5317193,0.2092253
1.047439,-0.002,0.016,-0.156
1.047439,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.058433,-0.5182469,1.186454,-0.2916072
1.058433,0.05011186,-0.3452545,0.7240175,-0.5950518
1.058433,-0.06980013,0.7756479,-0.07628874
1.058433,-0.5360255,0.6214334,0.5317166,0.209224
1.058433,-0.002,0.016,-0.156
1.058433,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.069161,-0.5142593,1.187141,-0.2908398
1.069161,0.05141006,-0.3430253,0.7244673,-0.5956825
1.069161,-0.06970757,0.7757391,-0.07620895
1.069161,-0.535988,0.6214546,0.531741,0.2091952
1.069161,-0.002,0.016,-0.156
1.069161,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.080289,-0.5101974,1.187614,-0.2899472
1.080289,0.05319983,-0.3406499,0.7251409,-0.5960688
1.080289,-0.0697439,0.775942,-0.07636756
1.080289,-0.5359676,0.621477,0.5317513,0.2091544
1.080289,-0.002,0.016,-0.156
1.080289,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.091604,-0.5065665,1.188073,-0.2892824
1.091604,0.05483258,-0.3383257,0.7257866,-0.5964587
1.091604,-0.06966081,0.7757926,-0.07643393
1.091604,-0.5359693,0.6214774,0.5317488,0.2091561
1.091604,-0.002,0.016,-0.156
1.091604,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.110731,-0.5030792,1.188432,-0.2887052
1.110731,0.05602512,-0.3362376,0.726496,-0.5966649
1.110731,-0.06970081,0.7759333,-0.07641026
1.110731,-0.535954,0.6214914,0.5317631,0.2091167
1.110731,-0.002,0.016,-0.156
1.110731,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.115236,-0.4996633,1.188555,-0.2881306
1.115236,0.05696319,-0.33434,0.727204,-0.5967801
1.115236,-0.06950244,0.7759677,-0.07641201
1.115236,-0.5359094,0.6215191,0.5317875,0.2090865
1.115236,-0.002,0.016,-0.156
1.115236,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.124664,-0.49643,1.188889,-0.2876387
1.124664,0.05729316,-0.3329182,0.7281017,-0.5964486
1.124664,-0.06940511,0.7759361,-0.07636471
1.124664,-0.535908,0.6215198,0.5317836,0.2090983
1.124664,-0.002,0.016,-0.156
1.124664,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.135709,-0.4933656,1.189183,-0.2872238
1.135709,0.05731569,-0.3317092,0.7289299,-0.5961084
1.135709,-0.06942155,0.7760279,-0.07650363
1.135709,-0.5359096,0.6215276,0.5317856,0.2090654
1.135709,-0.002,0.016,-0.156
1.135709,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.147338,-0.4904814,1.18926,-0.2869682
1.147338,0.05675779,-0.3306635,0.7296492,-0.5958626
1.147338,-0.06937977,0.7761546,-0.07656008
1.147338,-0.5358865,0.6215515,0.5317932,0.2090344
1.147338,-0.002,0.016,-0.156
1.147338,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.158507,-0.4876958,1.189525,-0.2866932
1.158507,0.05590126,-0.3295911,0.7302059,-0.5958558
1.158507,-0.06926075,0.7761471,-0.07656676
1.158507,-0.5358798,0.6215597,0.5317885,0.2090393
1.158507,-0.002,0.016,-0.156
1.158507,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.169546,-0.4849944,1.189783,-0.2864884
1.169546,0.05521971,-0.3282207,0.7307021,-0.5960674
1.169546,-0.06926614,0.7762515,-0.07668081
1.169546,-0.5358675,0.6215805,0.5317882,0.2090095
1.169546,-0.002,0.016,-0.156
1.169546,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.180666,-0.4823412,1.189636,-0.2862463
1.180666,0.05457655,-0.3268173,0.7310148,-0.5965141
1.180666,-0.06924059,0.7761111,-0.07662967
1.180666,-0.5358831,0.621551,0.5317875,0.2090598
1.180666,-0.002,0.016,-0.156
1.180666,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.192128,-0.479783,1.189707,-0.2860591
1.192128,0.0541845,-0.3253095,0.7314115,-0.5968875
1.192128,-0.06911355,0.7761005,-0.07659316
1.192128,-0.5358779,0.6215566,0.5317836,0.2090656
1.192128,-0.002,0.016,-0.156
1.192128,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.202718,-0.4772548,1.189636,-0.2857676
1.202718,0.0540734,-0.3239625,0.7317634,-0.5971991
1.202718,-0.0690032,0.7762912,-0.07672234
1.202718,-0.5358129,0.6216335,0.5317602,0.2090634
1.202718,-0.002,0.016,-0.156
1.202718,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.213989,-0.4750795,1.189145,-0.2856328
1.213989,0.05382331,-0.3227352,0.7320006,-0.5975953
1.213989,-0.06873948,0.776053,-0.07647741
1.213989,-0.5352651,0.6221632,0.5315298,0.2094762
1.213989,-0.002,0.016,-0.156
1.213989,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.225407,-0.4730355,1.188858,-0.2855615
1.225407,0.05321644,-0.3215737,0.7322438,-0.5979778
1.225407,-0.06849689,0.7763284,-0.07654762
1.225407,-0.5332205,0.6242344,0.5305829,0.2109243
1.225407,-0.002,0.016,-0.156
1.225407,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.235873,-0.4711497,1.18866,-0.2855051
1.235873,0.05213843,-0.3205312,0.7325158,-0.5982992
1.235873,-0.06830049,0.7767631,-0.07649112
1.235873,-0.5306969,0.6267728,0.5294163,0.2126855
1.235873,-0.002,0.016,-0.156
1.235873,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.247168,-0.4695365,1.188466,-0.2856168
1.247168,0.05094465,-0.3193958,0.7329742,-0.5984478
1.247168,-0.06811541,0.7770392,-0.07664445
1.247168,-0.5289419,0.628507,0.5286407,0.2138654
1.247168,-0.002,0.016,-0.156
1.247168,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.266643,-0.4676702,1.18861,-0.2854926
1.266643,0.0500927,-0.3182597,0.7336394,-0.5983098
1.266643,-0.06783504,0.7772866,-0.07659821
1.266643,-0.5271169,0.6302605,0.5278562,0.2151449
1.266643,-0.002,0.016,-0.156
1.266643,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.2704,-0.4658819,1.188564,-0.2854318
1.2704,0.04942642,-0.3171293,0.7341817,-0.5983003
1.2704,-0.06767517,0.7776191,-0.07671607
1.2704,-0.5252222,0.6321198,0.5270255,0.2163574
1.2704,-0.002,0.016,-0.156
1.2704,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.280721,-0.4646193,1.188226,-0.2856902
1.280721,0.04854644,-0.3160091,0.7346794,-0.5983542
1.280721,-0.06745444,0.7777215,-0.07645744
1.280721,-0.523595,0.6335222,0.526601,0.2172315
1.280721,-0.002,0.016,-0.156
1.280721,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.29192,-0.4633448,1.188244,-0.2859168
1.29192,0.04723433,-0.3150813,0.7352513,-0.598246
1.29192,-0.06721192,0.7778663,-0.07628188
1.29192,-0.5220567,0.6349396,0.5261111,0.217981
1.29192,-0.002,0.016,-0.156
1.29192,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.302954,-0.4620202,1.188317,-0.2860267
1.302954,0.0461136,-0.3140125,0.7357607,-0.5982689
1.302954,-0.06716636,0.7781392,-0.07631688
1.302954,-0.5204037,0.6363521,0.5258223,0.2185103
1.302954,-0.002,0.016,-0.156
1.302954,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.313986,-0.4609734,1.188247,-0.2861929
1.313986,0.0452226,-0.3127743,0.7362434,-0.598392
1.313986,-0.06699255,0.7783458,-0.07624248
1.313986,-0.5188565,0.6376506,0.5256441,0.2188333
1.313986,-0.002,0.016,-0.156
1.313986,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.325049,-0.4598707,1.188607,-0.2863834
1.325049,0.04474048,-0.3112477,0.7368609,-0.598464
1.325049,-0.0670406,0.7784184,-0.07590641
1.325049,-0.517347,0.6387998,0.5258861,0.2184737
1.325049,-0.002,0.016,-0.156
1.325049,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.336047,-0.4587768,1.188964,-0.2865387
1.336047,0.04447574,-0.309637,0.7375935,-0.5984167
1.336047,-0.067387,0.7786053,-0.07546264
1.336047,-0.5160959,0.6395416,0.5266684,0.2173754
1.336047,-0.002,0.016,-0.156
1.336047,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.347302,-0.4580227,1.189114,-0.2867548
1.347302,0.04443093,-0.3080378,0.73836,-0.5983
1.347302,-0.06791192,0.7785251,-0.07511202
1.347302,-0.5155838,0.6397184,0.5273631,0.2163841
1.347302,-0.002,0.016,-0.156
1.347302,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.358204,-0.457169,1.18943,-0.2869726
1.358204,0.04423913,-0.3065867,0.7391549,-0.5980781
1.358204,-0.06771214,0.7781833,-0.07452226
1.358204,-0.5156912,0.6391581,0.5286137,0.2147258
1.358204,-0.002,0.016,-0.156
1.358204,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.369674,-0.4563827,1.189802,-0.2872534
1.369674,0.04390686,-0.3053735,0.7400759,-0.5975841
1.369674,-0.06876642,0.7782602,-0.07447335
1.369674,-0.5161873,0.6384359,0.5296944,0.2130118
1.369674,-0.002,0.016,-0.156
1.369674,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.380802,-0.455851,1.19011,-0.2875681
1.380802,0.04362016,-0.3042499,0.7409494,-0.5970957
1.380802,-0.06928924,0.7778146,-0.07440098
1.380802,-0.5172076,0.6370143,0.5312373,0.2109407
1.380802,-0.002,0.016,-0.156
1.380802,0.3105409,-0.4511972,-0.5175446,-0.6573684
1.391913,-0.4550434,1.190694,-0.2877601
1.391913,0.04345881,-0.3032505,0.7418611,-0.5964835
1.391913,-0.06951665,0.777864,-0.07513164
1.391913,-0.5183116,0.6363883,0.5306322,0.2116425
